rop_start,gnb_id,cell_id,profile,RRC_ConnEstabAtt,RRC_ConnEstabSucc,PDU_SesEstabAtt,PDU_SesEstabSucc,MM_HoExeAtt,MM_HoExeSucc,DRB_RelActNbr,DRB_RelActAbnormal,RRU_PrbTotDlUsedPct,DRB_UEThpDl_Mbps,DRB_UEThpUl_Mbps,RRC_ConnMean,Cell_UnavailSecs
2026-07-06T18:00:00,gNB-001,NRCell-002,suburban,266,264,258,255,88,87,255,3,65.4,169.7,20.4,43.9,0
2026-07-06T18:00:00,gNB-001,NRCell-003,rural,91,91,90,87,26,26,87,0,84.3,118.8,12.1,18.3,0
2026-07-06T18:00:00,gNB-002,NRCell-004,urban,487,483,460,455,167,166,455,5,68.7,156.9,19.0,95.6,0
2026-07-06T18:00:00,gNB-002,NRCell-005,rural,51,51,50,49,18,18,49,0,67.4,188.5,24.8,12.1,0
2026-07-06T18:00:00,gNB-002,NRCell-006,degraded,96,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,900
2026-07-06T18:15:00,gNB-001,NRCell-001,urban,427,426,405,405,116,112,405,1,66.8,186.4,31.3,67.4,0
2026-07-06T18:15:00,gNB-001,NRCell-002,suburban,226,226,225,222,84,80,222,1,85.8,131.1,17.2,43.3,0
2026-07-06T18:15:00,gNB-001,NRCell-003,rural,86,86,85,84,37,37,84,1,81.0,141.4,21.8,13.4,0
2026-07-06T18:15:00,gNB-002,NRCell-004,urban,569,567,549,544,157,153,544,2,79.8,142.7,17.2,112.1,0
2026-07-06T18:15:00,gNB-002,NRCell-005,rural,60,59,56,55,18,18,55,0,73.8,159.2,18.0,11.4,0
2026-07-06T18:15:00,gNB-002,NRCell-006,degraded,88,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,900
2026-07-06T18:30:00,gNB-001,NRCell-001,urban,365,364,358,355,112,109,355,1,75.1,164.9,27.5,91.4,0
2026-07-06T18:30:00,gNB-001,NRCell-002,suburban,249,245,240,237,70,70,237,1,82.4,135.3,18.2,47.2,0
2026-07-06T18:30:00,gNB-001,NRCell-003,rural,83,81,79,78,35,35,78,0,78.6,132.4,13.7,18.1,0
2026-07-06T18:30:00,gNB-002,NRCell-004,urban,493,484,472,471,128,126,471,3,87.9,127.5,13.1,116.2,0
2026-07-06T18:30:00,gNB-002,NRCell-005,rural,59,59,56,56,14,14,56,1,75.8,156.8,16.5,14.7,0
2026-07-06T18:30:00,gNB-002,NRCell-006,degraded,99,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,900
2026-07-06T18:45:00,gNB-001,NRCell-001,urban,565,560,554,549,246,241,549,2,91.7,103.8,11.8,78.5,0
2026-07-06T18:45:00,gNB-001,NRCell-002,suburban,239,237,232,231,92,90,231,2,82.4,128.8,13.2,49.5,0
2026-07-06T18:45:00,gNB-001,NRCell-003,rural,86,86,83,83,23,23,83,2,94.3,111.4,14.1,21.5,0
2026-07-06T18:45:00,gNB-002,NRCell-004,urban,591,583,556,551,239,234,551,4,92.7,118.9,20.3,133.8,0
2026-07-06T18:45:00,gNB-002,NRCell-005,rural,66,64,62,62,21,21,62,0,75.4,146.5,20.0,15.6,0
2026-07-06T18:45:00,gNB-002,NRCell-006,degraded,75,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,900
2026-07-06T19:00:00,gNB-001,NRCell-001,urban,560,558,557,555,219,216,555,7,87.4,128.2,15.2,123.3,0
2026-07-06T19:00:00,gNB-001,NRCell-002,suburban,315,312,302,298,99,97,298,4,85.1,138.2,22.2,58.6,0
2026-07-06T19:00:00,gNB-001,NRCell-003,rural,97,95,92,91,29,28,91,1,94.9,93.2,14.8,19.8,0
2026-07-06T19:00:00,gNB-002,NRCell-004,urban,505,500,490,487,145,142,487,4,94.3,107.7,18.8,118.0,0
2026-07-06T19:00:00,gNB-002,NRCell-005,rural,78,77,76,75,27,27,75,1,79.0,146.4,18.1,14.5,0
2026-07-06T19:00:00,gNB-002,NRCell-006,degraded,397,382,366,358,105,96,358,11,84.4,138.7,17.6,76.4,0
2026-07-06T19:15:00,gNB-001,NRCell-001,urban,451,450,436,433,150,144,433,2,79.1,132.7,15.6,96.7,0
2026-07-06T19:15:00,gNB-001,NRCell-002,suburban,271,267,258,258,87,85,258,1,89.3,107.9,12.6,69.3,0
2026-07-06T19:15:00,gNB-001,NRCell-003,rural,102,100,95,94,37,36,94,1,99.0,83.9,14.0,20.2,0
2026-07-06T19:15:00,gNB-002,NRCell-004,urban,480,476,457,455,206,203,455,4,97.9,87.4,11.0,80.4,0
2026-07-06T19:15:00,gNB-002,NRCell-005,rural,66,66,65,64,19,19,64,0,77.3,145.2,22.3,13.3,0
2026-07-06T19:15:00,gNB-002,NRCell-006,degraded,306,295,281,275,127,120,275,3,80.7,128.4,19.5,69.5,0
2026-07-06T19:30:00,gNB-001,NRCell-001,urban,563,563,542,541,159,154,541,4,78.6,143.3,16.4,87.2,0
2026-07-06T19:30:00,gNB-001,NRCell-002,suburban,272,270,267,266,74,71,266,0,99.0,94.3,14.8,57.4,0
2026-07-06T19:30:00,gNB-001,NRCell-003,rural,96,94,90,89,32,30,89,4,85.4,135.4,22.1,21.7,0
2026-07-06T19:30:00,gNB-002,NRCell-004,urban,680,669,650,647,249,242,647,10,88.5,109.1,14.9,142.0,0
2026-07-06T19:30:00,gNB-002,NRCell-005,rural,74,73,69,67,28,27,67,0,97.9,91.0,10.5,14.1,0
2026-07-06T19:30:00,gNB-002,NRCell-006,degraded,351,337,327,318,90,85,318,6,87.6,134.2,19.4,66.8,0
2026-07-06T19:45:00,gNB-001,NRCell-001,urban,503,501,499,496,198,196,496,1,88.0,119.6,20.9,121.3,0
2026-07-06T19:45:00,gNB-001,NRCell-002,suburban,259,254,244,242,96,95,242,1,95.4,101.2,17.3,72.1,0
2026-07-06T19:45:00,gNB-001,NRCell-003,rural,99,97,95,95,39,38,95,0,79.2,151.4,24.8,17.6,0
2026-07-06T19:45:00,gNB-002,NRCell-004,urban,566,561,559,552,225,219,552,2,99.0,97.7,12.3,100.0,0
2026-07-06T19:45:00,gNB-002,NRCell-005,rural,78,78,76,75,23,21,75,1,79.2,148.1,26.1,17.6,0
2026-07-06T19:45:00,gNB-002,NRCell-006,degraded,370,354,338,333,138,125,333,7,92.7,101.9,14.6,80.8,0
2026-07-06T20:00:00,gNB-001,NRCell-001,urban,488,485,465,461,163,157,461,3,81.4,142.3,17.2,88.6,0
2026-07-06T20:00:00,gNB-001,NRCell-002,suburban,286,285,273,271,126,123,271,2,92.9,111.3,18.2,53.9,0
2026-07-06T20:00:00,gNB-001,NRCell-003,rural,91,91,87,87,29,27,87,2,86.9,126.5,12.9,15.6,0
2026-07-06T20:00:00,gNB-002,NRCell-004,urban,569,566,552,548,188,182,548,4,98.6,102.1,15.3,127.6,0
2026-07-06T20:00:00,gNB-002,NRCell-005,rural,68,67,65,64,17,15,64,0,96.7,98.2,14.9,13.8,0
2026-07-06T20:00:00,gNB-002,NRCell-006,degraded,332,320,315,304,103,98,304,3,92.1,107.8,19.4,75.3,0
2026-07-06T20:15:00,gNB-001,NRCell-001,urban,532,529,502,501,235,231,501,1,78.7,137.5,16.6,85.6,0
2026-07-06T20:15:00,gNB-001,NRCell-002,suburban,288,287,281,279,97,95,279,1,87.9,115.2,20.7,52.8,0
2026-07-06T20:15:00,gNB-001,NRCell-003,rural,96,94,90,90,31,29,90,1,99.0,85.9,11.7,18.7,0
2026-07-06T20:15:00,gNB-002,NRCell-004,urban,551,546,533,529,214,212,529,4,92.9,104.5,11.5,111.5,0
2026-07-06T20:15:00,gNB-002,NRCell-005,rural,61,59,58,58,25,25,58,0,99.0,91.7,14.0,10.9,0
2026-07-06T20:15:00,gNB-002,NRCell-006,degraded,395,372,362,353,126,120,353,7,81.4,145.1,17.3,80.0,0
2026-07-06T20:30:00,gNB-001,NRCell-001,urban,481,477,463,459,180,178,459,2,90.3,105.0,16.0,80.5,0
2026-07-06T20:30:00,gNB-001,NRCell-002,suburban,296,291,288,288,80,79,288,4,90.9,120.7,14.2,63.6,0
2026-07-06T20:30:00,gNB-001,NRCell-003,rural,77,76,75,74,25,24,74,2,78.1,151.5,24.6,21.6,0
2026-07-06T20:30:00,gNB-002,NRCell-004,urban,577,573,546,541,155,153,541,4,79.9,142.3,24.4,128.6,0
2026-07-06T20:30:00,gNB-002,NRCell-005,rural,93,93,89,88,33,32,88,1,80.0,144.2,18.6,19.3,0
2026-07-06T20:30:00,gNB-002,NRCell-006,degraded,357,343,333,323,152,140,323,7,95.2,108.5,18.0,60.3,0
2026-07-06T20:45:00,gNB-001,NRCell-001,urban,450,448,429,425,173,169,425,2,89.1,110.8,16.2,115.6,0
2026-07-06T20:45:00,gNB-001,NRCell-002,suburban,258,256,253,253,93,90,253,1,75.1,166.4,18.6,48.4,0
2026-07-06T20:45:00,gNB-001,NRCell-003,rural,104,104,100,99,33,31,99,0,79.4,155.3,26.6,23.3,0
2026-07-06T20:45:00,gNB-002,NRCell-004,urban,566,561,533,531,201,198,531,5,84.6,132.1,18.9,108.5,0
2026-07-06T20:45:00,gNB-002,NRCell-005,rural,69,69,68,68,23,23,68,0,92.6,101.9,13.6,13.7,0
2026-07-06T20:45:00,gNB-002,NRCell-006,degraded,325,313,311,304,101,91,304,9,80.4,134.2,18.8,70.4,0
2026-07-06T21:00:00,gNB-001,NRCell-001,urban,510,508,490,488,177,175,488,4,78.4,149.7,24.6,102.9,0
2026-07-06T21:00:00,gNB-001,NRCell-002,suburban,237,232,228,226,104,100,226,1,75.6,148.7,25.4,63.2,0
2026-07-06T21:00:00,gNB-001,NRCell-003,rural,106,105,104,102,34,34,102,0,81.8,145.1,18.9,21.9,0
2026-07-06T21:00:00,gNB-002,NRCell-004,urban,548,544,542,538,169,167,538,3,72.0,175.3,27.2,105.4,0
2026-07-06T21:00:00,gNB-002,NRCell-005,rural,57,57,54,54,20,20,54,1,76.9,152.9,23.8,14.6,0
2026-07-06T21:00:00,gNB-002,NRCell-006,degraded,338,321,315,310,127,119,310,7,88.0,112.8,13.5,65.8,0
2026-07-06T21:15:00,gNB-001,NRCell-001,urban,423,417,399,398,183,178,398,1,85.2,135.2,22.6,102.2,0
2026-07-06T21:15:00,gNB-001,NRCell-002,suburban,234,231,229,227,97,94,227,2,76.6,142.6,16.7,52.9,0
2026-07-06T21:15:00,gNB-001,NRCell-003,rural,98,96,95,95,29,28,95,0,72.1,163.0,28.8,20.0,0
2026-07-06T21:15:00,gNB-002,NRCell-004,urban,511,506,497,495,170,168,495,3,83.1,122.5,17.0,115.3,0
2026-07-06T21:15:00,gNB-002,NRCell-005,rural,72,72,69,69,25,25,69,0,84.2,137.4,24.3,10.7,0
2026-07-06T21:15:00,gNB-002,NRCell-006,degraded,296,280,278,269,119,111,269,3,82.2,145.6,19.7,63.4,0
2026-07-06T21:30:00,gNB-001,NRCell-001,urban,368,366,363,361,92,90,361,1,68.5,156.5,24.8,89.9,0
2026-07-06T21:30:00,gNB-001,NRCell-002,suburban,251,250,249,246,85,84,246,0,66.0,187.6,19.7,63.5,0
2026-07-06T21:30:00,gNB-001,NRCell-003,rural,92,90,86,84,29,29,84,0,76.9,156.5,20.5,13.7,0
2026-07-06T21:30:00,gNB-002,NRCell-004,urban,510,504,501,495,203,199,495,3,78.8,136.0,15.5,100.8,0
2026-07-06T21:30:00,gNB-002,NRCell-005,rural,66,65,63,63,21,21,63,1,76.4,159.2,22.5,9.3,0
2026-07-06T21:30:00,gNB-002,NRCell-006,degraded,276,268,257,252,118,112,252,2,83.1,141.9,19.1,58.1,0
2026-07-06T21:45:00,gNB-001,NRCell-001,urban,405,403,391,390,122,120,390,3,61.6,187.0,23.9,64.1,0
2026-07-06T21:45:00,gNB-001,NRCell-002,suburban,201,198,190,190,79,77,190,1,64.2,201.1,28.5,43.2,0
2026-07-06T21:45:00,gNB-001,NRCell-003,rural,75,75,71,71,31,30,71,1,73.4,143.7,17.5,17.5,0
2026-07-06T21:45:00,gNB-002,NRCell-004,urban,393,389,376,372,165,159,372,3,71.4,170.8,23.0,72.7,0
2026-07-06T21:45:00,gNB-002,NRCell-005,rural,55,55,53,53,24,24,53,1,68.6,171.2,21.4,12.5,0
2026-07-06T21:45:00,gNB-002,NRCell-006,degraded,291,281,273,267,70,64,267,5,74.9,155.8,23.6,44.6,0
2026-07-06T22:00:00,gNB-001,NRCell-001,urban,340,336,325,323,108,106,323,1,66.1,166.1,24.1,74.0,0
2026-07-06T22:00:00,gNB-001,NRCell-002,suburban,211,209,203,201,77,76,201,2,74.9,147.6,26.4,31.5,0
2026-07-06T22:00:00,gNB-001,NRCell-003,rural,72,71,70,69,31,31,69,1,72.3,175.4,31.1,13.2,0
2026-07-06T22:00:00,gNB-002,NRCell-004,urban,396,389,380,378,144,141,378,0,71.5,176.3,31.1,64.3,0
2026-07-06T22:00:00,gNB-002,NRCell-005,rural,47,45,43,43,17,16,43,0,71.0,163.4,17.9,9.0,0
2026-07-06T22:00:00,gNB-002,NRCell-006,degraded,213,208,203,195,61,56,195,3,61.0,178.5,21.8,36.9,0
2026-07-06T22:15:00,gNB-001,NRCell-001,urban,309,306,297,296,82,80,296,3,65.8,162.8,24.7,54.3,0
2026-07-06T22:15:00,gNB-001,NRCell-002,suburban,207,205,204,201,69,67,201,1,69.2,167.1,25.0,48.8,0
2026-07-06T22:15:00,gNB-001,NRCell-003,rural,67,67,65,65,19,19,65,0,67.4,176.5,30.7,10.7,0
2026-07-06T22:15:00,gNB-002,NRCell-004,urban,358,353,340,338,157,151,338,2,56.6,188.1,26.6,75.2,0
2026-07-06T22:15:00,gNB-002,NRCell-005,rural,47,47,46,46,13,13,46,0,69.6,158.5,22.5,11.4,0
2026-07-06T22:15:00,gNB-002,NRCell-006,degraded,237,222,219,210,71,65,210,5,58.2,180.2,26.3,41.3,0
2026-07-06T22:30:00,gNB-001,NRCell-001,urban,277,273,265,264,83,81,264,0,51.6,222.4,22.5,65.0,0
2026-07-06T22:30:00,gNB-001,NRCell-002,suburban,189,185,179,178,49,48,178,1,51.6,201.7,34.1,36.8,0
2026-07-06T22:30:00,gNB-001,NRCell-003,rural,59,59,56,56,22,20,56,0,69.1,156.5,17.1,16.7,0
2026-07-06T22:30:00,gNB-002,NRCell-004,urban,360,357,352,351,128,125,351,1,53.3,224.2,30.6,77.9,0
2026-07-06T22:30:00,gNB-002,NRCell-005,rural,45,44,41,40,16,16,40,1,65.8,189.2,21.7,7.8,0
2026-07-06T22:30:00,gNB-002,NRCell-006,degraded,208,197,190,183,80,75,183,3,57.4,210.7,27.9,35.0,0
2026-07-06T22:45:00,gNB-001,NRCell-001,urban,286,284,277,277,96,96,277,2,46.1,240.4,25.2,46.6,0
2026-07-06T22:45:00,gNB-001,NRCell-002,suburban,142,141,135,134,46,46,134,1,60.1,193.7,25.6,33.7,0
2026-07-06T22:45:00,gNB-001,NRCell-003,rural,57,57,55,55,21,21,55,1,60.2,208.8,35.5,13.2,0
2026-07-06T22:45:00,gNB-002,NRCell-004,urban,307,306,301,299,131,130,299,1,49.3,230.7,34.8,73.8,0
2026-07-06T22:45:00,gNB-002,NRCell-005,rural,51,51,50,49,17,15,49,0,56.5,218.1,24.6,8.4,0
2026-07-06T22:45:00,gNB-002,NRCell-006,degraded,151,143,142,136,45,43,136,1,55.3,203.2,35.6,38.4,0
2026-07-06T23:00:00,gNB-001,NRCell-001,urban,271,269,263,260,87,85,260,2,47.0,240.3,30.7,57.6,0
2026-07-06T23:00:00,gNB-001,NRCell-002,suburban,135,134,130,130,51,51,130,0,54.2,189.8,23.4,23.6,0
2026-07-06T23:00:00,gNB-001,NRCell-003,rural,57,57,56,55,22,21,55,1,57.2,193.7,31.3,13.5,0
2026-07-06T23:00:00,gNB-002,NRCell-004,urban,304,301,291,288,80,74,288,0,48.5,246.2,24.7,56.2,0
2026-07-06T23:00:00,gNB-002,NRCell-005,rural,43,43,42,42,13,13,42,0,61.0,186.3,21.3,10.4,0
2026-07-06T23:00:00,gNB-002,NRCell-006,degraded,170,165,164,159,43,41,159,3,50.7,211.8,31.0,30.9,0
2026-07-06T23:15:00,gNB-001,NRCell-001,urban,210,209,206,205,65,64,205,0,40.4,223.1,35.9,43.8,0
2026-07-06T23:15:00,gNB-001,NRCell-002,suburban,118,116,115,115,33,31,115,0,49.8,214.7,21.8,22.1,0
2026-07-06T23:15:00,gNB-001,NRCell-003,rural,50,49,48,47,19,18,47,0,49.6,204.7,25.1,10.2,0
2026-07-06T23:15:00,gNB-002,NRCell-004,urban,240,238,232,230,100,95,230,2,39.5,251.0,41.3,48.4,0
2026-07-06T23:15:00,gNB-002,NRCell-005,rural,36,35,34,34,11,11,34,0,59.1,198.5,34.3,8.3,0
2026-07-06T23:15:00,gNB-002,NRCell-006,degraded,126,123,122,120,31,27,120,3,47.6,215.1,37.3,27.8,0
2026-07-06T23:30:00,gNB-001,NRCell-001,urban,221,219,218,217,61,60,217,1,39.0,267.6,40.4,39.8,0
2026-07-06T23:30:00,gNB-001,NRCell-002,suburban,105,103,99,99,41,41,99,0,47.7,219.2,23.1,23.9,0
2026-07-06T23:30:00,gNB-001,NRCell-003,rural,49,48,47,47,21,19,47,1,45.4,235.5,36.8,8.4,0
2026-07-06T23:30:00,gNB-002,NRCell-004,urban,193,187,185,184,73,72,184,0,44.1,240.8,32.0,42.1,0
2026-07-06T23:30:00,gNB-002,NRCell-005,rural,30,30,29,29,12,12,29,0,54.0,208.9,23.4,5.7,0
2026-07-06T23:30:00,gNB-002,NRCell-006,degraded,113,112,109,107,35,33,107,3,43.5,213.4,33.9,22.3,0
2026-07-06T23:45:00,gNB-001,NRCell-001,urban,209,209,200,200,59,56,200,0,37.3,237.3,30.7,36.9,0
2026-07-06T23:45:00,gNB-001,NRCell-002,suburban,93,92,90,90,27,27,90,0,46.1,212.0,32.9,21.4,0
2026-07-06T23:45:00,gNB-001,NRCell-003,rural,46,46,45,44,18,18,44,0,49.4,232.8,27.6,9.9,0
2026-07-06T23:45:00,gNB-002,NRCell-004,urban,213,209,202,200,78,76,200,1,42.4,215.7,22.9,51.5,0
2026-07-06T23:45:00,gNB-002,NRCell-005,rural,29,28,27,27,11,11,27,0,51.4,203.5,25.3,7.7,0
2026-07-06T23:45:00,gNB-002,NRCell-006,degraded,123,120,114,110,43,38,110,3,37.8,266.6,45.7,31.1,0
2026-07-07T00:00:00,gNB-001,NRCell-001,urban,119,118,116,115,51,51,115,1,29.9,297.5,51.7,26.1,0
2026-07-07T00:00:00,gNB-001,NRCell-002,suburban,75,75,74,74,29,28,74,0,30.6,280.4,45.2,13.6,0
2026-07-07T00:00:00,gNB-001,NRCell-003,rural,33,33,31,31,13,13,31,1,39.3,261.1,46.2,6.1,0
2026-07-07T00:00:00,gNB-002,NRCell-004,urban,131,129,124,123,53,52,123,0,25.8,256.1,45.3,28.3,0
2026-07-07T00:00:00,gNB-002,NRCell-005,rural,23,23,22,22,9,9,22,0,40.1,237.8,25.4,4.9,0
2026-07-07T00:00:00,gNB-002,NRCell-006,degraded,70,69,67,67,20,20,67,3,27.9,285.5,37.7,12.4,0
2026-07-07T00:15:00,gNB-001,NRCell-001,urban,110,109,103,102,33,32,102,1,30.1,264.9,38.9,26.7,0
2026-07-07T00:15:00,gNB-001,NRCell-002,suburban,69,69,65,65,30,30,65,1,30.7,278.6,40.0,18.4,0
2026-07-07T00:15:00,gNB-001,NRCell-003,rural,31,31,29,29,11,11,29,0,38.2,261.0,28.0,6.0,0
2026-07-07T00:15:00,gNB-002,NRCell-004,urban,125,124,118,118,32,31,118,0,28.8,278.5,33.7,19.0,0
2026-07-07T00:15:00,gNB-002,NRCell-005,rural,29,29,28,28,9,9,28,2,44.1,227.7,38.5,6.1,0
2026-07-07T00:15:00,gNB-002,NRCell-006,degraded,73,71,70,69,27,24,69,0,28.4,291.8,37.6,14.7,0
2026-07-07T00:30:00,gNB-001,NRCell-001,urban,101,100,98,98,29,28,98,0,25.9,293.8,30.9,16.2,0
2026-07-07T00:30:00,gNB-001,NRCell-002,suburban,70,69,68,68,20,20,68,1,32.6,265.4,34.3,16.5,0
2026-07-07T00:30:00,gNB-001,NRCell-003,rural,37,37,36,36,14,14,36,0,43.2,231.1,39.6,6.8,0
2026-07-07T00:30:00,gNB-002,NRCell-004,urban,119,117,112,111,33,32,111,2,25.9,263.4,34.1,25.0,0
2026-07-07T00:30:00,gNB-002,NRCell-005,rural,23,23,22,22,8,7,22,2,41.6,218.1,28.2,5.7,0
2026-07-07T00:30:00,gNB-002,NRCell-006,degraded,83,81,80,77,22,21,77,5,30.2,272.2,31.3,12.7,0
2026-07-07T00:45:00,gNB-001,NRCell-001,urban,96,94,91,91,28,27,91,1,27.4,289.0,47.8,23.1,0
2026-07-07T00:45:00,gNB-001,NRCell-002,suburban,68,68,65,65,22,20,65,0,33.7,245.0,42.2,15.0,0
2026-07-07T00:45:00,gNB-001,NRCell-003,rural,29,29,28,28,11,10,28,0,42.7,217.4,27.5,6.2,0
2026-07-07T00:45:00,gNB-002,NRCell-004,urban,127,127,123,123,32,31,123,1,29.6,253.5,34.6,24.2,0
2026-07-07T00:45:00,gNB-002,NRCell-005,rural,27,26,24,24,8,8,24,1,37.7,233.9,33.9,4.2,0
2026-07-07T00:45:00,gNB-002,NRCell-006,degraded,70,69,68,68,19,19,68,0,29.9,287.2,34.1,10.5,0
2026-07-07T01:00:00,gNB-001,NRCell-001,urban,111,111,105,105,30,30,105,0,27.0,267.9,31.6,23.5,0
2026-07-07T01:00:00,gNB-001,NRCell-002,suburban,75,75,71,71,21,21,71,0,34.4,264.8,43.6,12.3,0
2026-07-07T01:00:00,gNB-001,NRCell-003,rural,27,27,25,25,12,12,25,0,37.9,255.7,28.2,5.6,0
2026-07-07T01:00:00,gNB-002,NRCell-004,urban,114,113,107,107,45,45,107,0,27.8,286.7,45.1,22.8,0
2026-07-07T01:00:00,gNB-002,NRCell-005,rural,29,29,28,28,10,10,28,1,37.4,266.3,35.6,5.3,0
2026-07-07T01:00:00,gNB-002,NRCell-006,degraded,72,70,69,69,31,26,69,1,27.2,284.1,46.4,15.5,0
2026-07-07T01:15:00,gNB-001,NRCell-001,urban,99,99,97,97,44,44,97,0,30.0,277.0,42.2,16.0,0
2026-07-07T01:15:00,gNB-001,NRCell-002,suburban,78,77,75,74,19,19,74,1,33.3,237.7,28.4,13.8,0
2026-07-07T01:15:00,gNB-001,NRCell-003,rural,37,36,34,34,13,13,34,0,38.5,273.0,47.9,8.8,0
2026-07-07T01:15:00,gNB-002,NRCell-004,urban,121,120,115,114,33,32,114,0,28.1,278.2,29.1,24.6,0
2026-07-07T01:15:00,gNB-002,NRCell-005,rural,25,25,23,23,7,7,23,0,36.5,276.7,39.6,4.4,0
2026-07-07T01:15:00,gNB-002,NRCell-006,degraded,71,68,66,66,19,17,66,0,27.8,300.0,41.7,14.4,0
2026-07-07T01:30:00,gNB-001,NRCell-001,urban,105,103,99,98,35,34,98,1,30.0,272.2,28.1,21.5,0
2026-07-07T01:30:00,gNB-001,NRCell-002,suburban,51,51,49,49,19,19,49,0,30.7,272.5,37.7,11.8,0
2026-07-07T01:30:00,gNB-001,NRCell-003,rural,33,33,32,32,14,14,32,0,43.2,257.5,36.5,7.9,0
2026-07-07T01:30:00,gNB-002,NRCell-004,urban,118,115,112,109,43,42,109,0,28.6,301.1,39.4,29.3,0
2026-07-07T01:30:00,gNB-002,NRCell-005,rural,25,25,24,24,6,6,24,0,37.6,268.1,44.2,6.2,0
2026-07-07T01:30:00,gNB-002,NRCell-006,degraded,74,72,71,70,28,26,70,4,28.4,271.3,32.7,13.2,0
2026-07-07T01:45:00,gNB-001,NRCell-001,urban,109,109,107,107,42,42,107,0,27.7,261.6,30.9,20.2,0
2026-07-07T01:45:00,gNB-001,NRCell-002,suburban,78,78,77,77,34,34,77,1,29.4,268.2,27.2,18.0,0
2026-07-07T01:45:00,gNB-001,NRCell-003,rural,36,36,35,35,10,10,35,0,36.8,233.9,34.4,7.0,0
2026-07-07T01:45:00,gNB-002,NRCell-004,urban,133,130,124,122,42,41,122,0,30.4,277.5,41.3,25.1,0
2026-07-07T01:45:00,gNB-002,NRCell-005,rural,23,23,21,21,9,8,21,0,42.7,239.6,32.7,4.4,0
2026-07-07T01:45:00,gNB-002,NRCell-006,degraded,63,59,58,55,22,21,55,1,25.8,308.1,39.7,16.4,0
2026-07-07T02:00:00,gNB-001,NRCell-001,urban,110,110,107,107,29,28,107,2,28.0,253.9,42.3,21.5,0
2026-07-07T02:00:00,gNB-001,NRCell-002,suburban,87,85,82,82,26,26,82,0,34.5,236.9,32.5,14.9,0
2026-07-07T02:00:00,gNB-001,NRCell-003,rural,42,42,41,41,12,12,41,0,41.2,233.7,31.4,7.6,0
2026-07-07T02:00:00,gNB-002,NRCell-004,urban,130,127,126,124,56,55,124,0,27.0,263.5,39.6,25.7,0
2026-07-07T02:00:00,gNB-002,NRCell-005,rural,28,28,27,26,8,8,26,1,40.1,223.5,39.0,5.4,0
2026-07-07T02:00:00,gNB-002,NRCell-006,degraded,73,71,70,68,31,31,68,2,28.0,251.1,41.4,17.8,0
2026-07-07T02:15:00,gNB-001,NRCell-001,urban,111,109,105,105,30,30,105,1,30.6,256.8,44.5,19.9,0
2026-07-07T02:15:00,gNB-001,NRCell-002,suburban,69,67,65,64,21,19,64,0,29.6,265.4,38.6,16.6,0
2026-07-07T02:15:00,gNB-001,NRCell-003,rural,38,37,35,35,12,11,35,0,39.3,267.3,47.2,7.6,0
2026-07-07T02:15:00,gNB-002,NRCell-004,urban,128,127,121,120,40,40,120,1,28.5,254.5,42.8,26.5,0
2026-07-07T02:15:00,gNB-002,NRCell-005,rural,20,20,19,18,8,8,18,0,39.0,234.7,32.8,5.2,0
2026-07-07T02:15:00,gNB-002,NRCell-006,degraded,77,70,67,64,27,24,64,2,27.1,267.4,40.4,13.0,0
2026-07-07T02:30:00,gNB-001,NRCell-001,urban,96,95,91,91,37,37,91,1,27.8,302.8,40.1,20.2,0
2026-07-07T02:30:00,gNB-001,NRCell-002,suburban,93,92,89,89,36,35,89,1,31.7,254.3,30.6,14.2,0
2026-07-07T02:30:00,gNB-001,NRCell-003,rural,33,32,31,31,13,11,31,0,38.5,251.7,25.3,7.1,0
2026-07-07T02:30:00,gNB-002,NRCell-004,urban,125,123,121,120,51,51,120,2,30.7,263.9,47.1,30.1,0
2026-07-07T02:30:00,gNB-002,NRCell-005,rural,23,23,22,22,9,9,22,0,42.8,214.9,26.5,5.9,0
2026-07-07T02:30:00,gNB-002,NRCell-006,degraded,70,68,65,63,20,20,63,1,27.5,258.1,31.4,10.8,0
2026-07-07T02:45:00,gNB-001,NRCell-001,urban,110,109,103,103,33,33,103,0,28.4,249.1,41.3,20.3,0
2026-07-07T02:45:00,gNB-001,NRCell-002,suburban,73,73,72,71,28,27,71,0,30.3,271.0,35.2,15.6,0
2026-07-07T02:45:00,gNB-001,NRCell-003,rural,28,28,26,26,7,7,26,0,39.7,270.5,34.8,5.9,0
2026-07-07T02:45:00,gNB-002,NRCell-004,urban,129,129,125,125,40,39,125,0,26.8,259.2,27.0,20.1,0
2026-07-07T02:45:00,gNB-002,NRCell-005,rural,24,24,23,23,8,8,23,0,40.3,236.7,27.8,5.0,0
2026-07-07T02:45:00,gNB-002,NRCell-006,degraded,73,65,62,62,24,21,62,2,26.2,282.1,47.1,15.3,0
2026-07-07T03:00:00,gNB-001,NRCell-001,urban,119,118,114,114,43,43,114,1,29.2,254.8,39.0,20.7,0
2026-07-07T03:00:00,gNB-001,NRCell-002,suburban,67,67,63,63,23,20,63,0,30.0,286.7,30.8,17.8,0
2026-07-07T03:00:00,gNB-001,NRCell-003,rural,38,36,35,34,9,8,34,1,38.3,264.9,39.0,7.4,0
