timestamp,trace_id,supi,nf,event_type,result,detail
2026-07-07T18:45:25.740,a8257555a6,imsi-999705854956688,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:45:25.770,a8257555a6,imsi-999705854956688,ausf,AUTHENTICATION,OK,
2026-07-07T18:45:25.784,a8257555a6,imsi-999705854956688,amf,REGISTRATION,OK,
2026-07-07T18:45:25.979,a8257555a6,imsi-999705854956688,smf,PDU_SESSION,OK,10.45.0.117
2026-07-07T18:45:29.243,a5fcb8bf8d,imsi-999703620467720,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:45:29.273,a5fcb8bf8d,imsi-999703620467720,ausf,AUTHENTICATION,OK,
2026-07-07T18:45:29.283,a5fcb8bf8d,imsi-999703620467720,amf,REGISTRATION,OK,
2026-07-07T18:45:29.459,a5fcb8bf8d,imsi-999703620467720,smf,PDU_SESSION,OK,10.45.0.37
2026-07-07T18:46:32.950,ab840b4bf7,imsi-999703520298785,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:46:32.971,ab840b4bf7,imsi-999703520298785,ausf,AUTHENTICATION,OK,
2026-07-07T18:46:32.983,ab840b4bf7,imsi-999703520298785,amf,REGISTRATION,OK,
2026-07-07T18:46:33.178,ab840b4bf7,imsi-999703520298785,smf,PDU_SESSION,OK,10.45.0.99
2026-07-07T18:49:53.949,872722753d,imsi-999706976445291,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:49:53.977,872722753d,imsi-999706976445291,ausf,AUTHENTICATION,OK,
2026-07-07T18:49:54.016,872722753d,imsi-999706976445291,amf,REGISTRATION,OK,
2026-07-07T18:49:54.172,872722753d,imsi-999706976445291,smf,PDU_SESSION,OK,10.45.0.163
2026-07-07T18:49:59.471,4a913bdfee,imsi-999709914827794,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:49:59.479,4a913bdfee,imsi-999709914827794,ausf,AUTHENTICATION,OK,
2026-07-07T18:49:59.516,4a913bdfee,imsi-999709914827794,amf,REGISTRATION,OK,
2026-07-07T18:49:59.697,4a913bdfee,imsi-999709914827794,smf,PDU_SESSION,OK,10.45.0.187
2026-07-07T18:50:42.628,20615e07e7,imsi-999709732185638,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:50:42.657,20615e07e7,imsi-999709732185638,ausf,AUTHENTICATION,OK,
2026-07-07T18:50:42.686,20615e07e7,imsi-999709732185638,amf,REGISTRATION,OK,
2026-07-07T18:50:42.779,20615e07e7,imsi-999709732185638,smf,PDU_SESSION,OK,10.45.0.252
2026-07-07T18:51:13.996,fd4718e980,imsi-999704567354450,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:51:14.016,fd4718e980,imsi-999704567354450,ausf,AUTHENTICATION,OK,
2026-07-07T18:51:14.036,fd4718e980,imsi-999704567354450,amf,REGISTRATION,OK,
2026-07-07T18:51:14.100,fd4718e980,imsi-999704567354450,smf,PDU_SESSION,OK,10.45.0.208
2026-07-07T18:52:45.091,1cdb3e3ae6,imsi-999704000676128,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:52:45.102,1cdb3e3ae6,imsi-999704000676128,ausf,AUTHENTICATION,OK,
2026-07-07T18:52:45.113,1cdb3e3ae6,imsi-999704000676128,amf,REGISTRATION,OK,
2026-07-07T18:52:45.190,1cdb3e3ae6,imsi-999704000676128,smf,PDU_SESSION,OK,10.45.0.217
2026-07-07T18:52:49.467,1084da4abf,imsi-999709780355986,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:52:49.487,1084da4abf,imsi-999709780355986,ausf,AUTHENTICATION,OK,
2026-07-07T18:52:49.513,1084da4abf,imsi-999709780355986,amf,REGISTRATION,OK,
2026-07-07T18:52:49.668,1084da4abf,imsi-999709780355986,smf,PDU_SESSION,OK,10.45.0.52
2026-07-07T18:53:38.953,0eeb56f719,imsi-999702786183327,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:53:38.981,0eeb56f719,imsi-999702786183327,ausf,AUTHENTICATION,OK,
2026-07-07T18:53:39.004,0eeb56f719,imsi-999702786183327,amf,REGISTRATION,OK,
2026-07-07T18:53:39.112,0eeb56f719,imsi-999702786183327,smf,PDU_SESSION,OK,10.45.0.238
2026-07-07T18:53:47.132,162db4af5f,imsi-999707447795687,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:53:47.154,162db4af5f,imsi-999707447795687,ausf,AUTHENTICATION,OK,
2026-07-07T18:53:47.182,162db4af5f,imsi-999707447795687,amf,REGISTRATION,OK,
2026-07-07T18:53:47.321,162db4af5f,imsi-999707447795687,smf,PDU_SESSION,OK,10.45.0.10
2026-07-07T18:55:04.848,5d067357e8,imsi-999702944558069,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:55:04.872,5d067357e8,imsi-999702944558069,ausf,AUTHENTICATION,OK,
2026-07-07T18:55:04.905,5d067357e8,imsi-999702944558069,amf,REGISTRATION,OK,
2026-07-07T18:55:05.000,5d067357e8,imsi-999702944558069,smf,PDU_SESSION,OK,10.45.0.158
2026-07-07T18:55:34.058,bba311dba6,imsi-999706080617279,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:55:34.066,bba311dba6,imsi-999706080617279,ausf,AUTHENTICATION,OK,
2026-07-07T18:55:34.082,bba311dba6,imsi-999706080617279,amf,REGISTRATION,OK,
2026-07-07T18:55:34.242,bba311dba6,imsi-999706080617279,smf,PDU_SESSION,OK,10.45.0.101
2026-07-07T18:56:05.299,c1ebcd01e2,imsi-999705785518080,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:56:05.316,c1ebcd01e2,imsi-999705785518080,ausf,AUTHENTICATION,OK,
2026-07-07T18:56:05.350,c1ebcd01e2,imsi-999705785518080,amf,REGISTRATION,OK,
2026-07-07T18:56:05.418,c1ebcd01e2,imsi-999705785518080,smf,PDU_SESSION,OK,10.45.0.197
2026-07-07T18:56:13.713,b325d2d367,imsi-999703423622839,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:56:13.742,b325d2d367,imsi-999703423622839,ausf,AUTHENTICATION,OK,
2026-07-07T18:56:13.780,b325d2d367,imsi-999703423622839,amf,REGISTRATION,OK,
2026-07-07T18:56:13.945,b325d2d367,imsi-999703423622839,smf,PDU_SESSION,OK,10.45.0.203
2026-07-07T18:57:07.493,3a49fea39a,imsi-999704548615316,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:57:07.502,3a49fea39a,imsi-999704548615316,ausf,AUTHENTICATION,OK,
2026-07-07T18:57:07.537,3a49fea39a,imsi-999704548615316,amf,REGISTRATION,OK,
2026-07-07T18:57:07.638,3a49fea39a,imsi-999704548615316,smf,PDU_SESSION,OK,10.45.0.39
2026-07-07T18:58:03.924,bd3b75a41b,imsi-999705709651747,amf,REGISTRATION_REQUEST,OK,
2026-07-07T18:58:03.939,bd3b75a41b,imsi-999705709651747,ausf,AUTHENTICATION,OK,
2026-07-07T18:58:03.954,bd3b75a41b,imsi-999705709651747,amf,REGISTRATION,OK,
2026-07-07T18:58:04.059,bd3b75a41b,imsi-999705709651747,smf,PDU_SESSION,OK,10.45.0.126
2026-07-07T19:00:23.435,9b8ac113dc,imsi-999707802615948,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:00:23.461,9b8ac113dc,imsi-999707802615948,ausf,AUTHENTICATION,OK,
2026-07-07T19:00:23.475,9b8ac113dc,imsi-999707802615948,amf,REGISTRATION,OK,
2026-07-07T19:00:23.599,9b8ac113dc,imsi-999707802615948,smf,PDU_SESSION,OK,10.45.0.86
2026-07-07T19:01:07.685,b7903da3c2,imsi-999700610130431,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:01:07.713,b7903da3c2,imsi-999700610130431,ausf,AUTHENTICATION,OK,
2026-07-07T19:01:07.745,b7903da3c2,imsi-999700610130431,amf,REGISTRATION,OK,
2026-07-07T19:01:07.838,b7903da3c2,imsi-999700610130431,smf,PDU_SESSION,OK,10.45.0.220
2026-07-07T19:01:17.097,4e1fecb220,imsi-999703665691527,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:01:17.123,4e1fecb220,imsi-999703665691527,ausf,AUTHENTICATION,OK,
2026-07-07T19:01:17.146,4e1fecb220,imsi-999703665691527,amf,REGISTRATION,OK,
2026-07-07T19:01:17.201,4e1fecb220,imsi-999703665691527,smf,PDU_SESSION,OK,10.45.0.16
2026-07-07T19:01:50.721,8d992c4883,imsi-999701052193942,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:01:50.738,8d992c4883,imsi-999701052193942,ausf,AUTHENTICATION,OK,
2026-07-07T19:01:50.757,8d992c4883,imsi-999701052193942,amf,REGISTRATION,OK,
2026-07-07T19:01:50.936,8d992c4883,imsi-999701052193942,smf,PDU_SESSION,OK,10.45.0.210
2026-07-07T19:02:39.878,1eecd718f7,imsi-999700298489709,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:02:39.902,1eecd718f7,imsi-999700298489709,ausf,AUTHENTICATION,OK,
2026-07-07T19:02:39.920,1eecd718f7,imsi-999700298489709,amf,REGISTRATION,OK,
2026-07-07T19:02:39.974,1eecd718f7,imsi-999700298489709,smf,PDU_SESSION,OK,10.45.0.123
2026-07-07T19:02:48.800,9b8acab732,imsi-999708870433821,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:02:48.829,9b8acab732,imsi-999708870433821,ausf,AUTHENTICATION,OK,
2026-07-07T19:02:48.852,9b8acab732,imsi-999708870433821,amf,REGISTRATION,OK,
2026-07-07T19:02:48.908,9b8acab732,imsi-999708870433821,smf,PDU_SESSION,OK,10.45.0.137
2026-07-07T19:03:21.430,41e7ab0014,imsi-999709591675360,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:03:21.459,41e7ab0014,imsi-999709591675360,ausf,AUTHENTICATION,OK,
2026-07-07T19:03:21.491,41e7ab0014,imsi-999709591675360,amf,REGISTRATION,OK,
2026-07-07T19:03:21.656,41e7ab0014,imsi-999709591675360,smf,PDU_SESSION,OK,10.45.0.158
2026-07-07T19:04:58.437,0075ce2c50,imsi-999702322275780,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:04:58.466,0075ce2c50,imsi-999702322275780,ausf,AUTHENTICATION,OK,
2026-07-07T19:04:58.495,0075ce2c50,imsi-999702322275780,amf,REGISTRATION,OK,
2026-07-07T19:04:58.576,0075ce2c50,imsi-999702322275780,smf,PDU_SESSION,OK,10.45.0.158
2026-07-07T19:05:21.420,02770d59fe,imsi-999705477317826,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:05:21.434,02770d59fe,imsi-999705477317826,ausf,AUTHENTICATION,OK,
2026-07-07T19:05:21.468,02770d59fe,imsi-999705477317826,amf,REGISTRATION,OK,
2026-07-07T19:05:21.574,02770d59fe,imsi-999705477317826,smf,PDU_SESSION,OK,10.45.0.132
2026-07-07T19:05:30.020,05036bf2fe,imsi-999703685074236,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:05:30.042,05036bf2fe,imsi-999703685074236,ausf,AUTHENTICATION,OK,
2026-07-07T19:05:30.078,05036bf2fe,imsi-999703685074236,amf,REGISTRATION,OK,
2026-07-07T19:05:30.229,05036bf2fe,imsi-999703685074236,smf,PDU_SESSION,OK,10.45.0.181
2026-07-07T19:05:46.016,04a3a95ab4,imsi-999704890831718,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:05:46.039,04a3a95ab4,imsi-999704890831718,ausf,AUTHENTICATION,OK,
2026-07-07T19:05:46.056,04a3a95ab4,imsi-999704890831718,amf,REGISTRATION,OK,
2026-07-07T19:05:46.163,04a3a95ab4,imsi-999704890831718,smf,PDU_SESSION,OK,10.45.0.153
2026-07-07T19:08:02.497,5eba5492f8,imsi-999708248792956,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:08:02.509,5eba5492f8,imsi-999708248792956,ausf,AUTHENTICATION,OK,
2026-07-07T19:08:02.546,5eba5492f8,imsi-999708248792956,amf,REGISTRATION,OK,
2026-07-07T19:08:02.648,5eba5492f8,imsi-999708248792956,smf,PDU_SESSION,OK,10.45.0.8
2026-07-07T19:08:36.467,8642c2ccb6,imsi-999704298094518,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:08:36.489,8642c2ccb6,imsi-999704298094518,ausf,AUTHENTICATION,OK,
2026-07-07T19:08:36.500,8642c2ccb6,imsi-999704298094518,amf,REGISTRATION,OK,
2026-07-07T19:08:36.566,8642c2ccb6,imsi-999704298094518,smf,PDU_SESSION,OK,10.45.0.242
2026-07-07T19:08:43.222,443588c2df,imsi-999701448145068,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:08:43.237,443588c2df,imsi-999701448145068,ausf,AUTHENTICATION,OK,
2026-07-07T19:08:43.258,443588c2df,imsi-999701448145068,amf,REGISTRATION,OK,
2026-07-07T19:08:43.413,443588c2df,imsi-999701448145068,smf,PDU_SESSION,OK,10.45.0.94
2026-07-07T19:08:50.607,6cba7e4fca,imsi-999704008490487,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:08:50.625,6cba7e4fca,imsi-999704008490487,ausf,AUTHENTICATION,OK,
2026-07-07T19:08:50.648,6cba7e4fca,imsi-999704008490487,amf,REGISTRATION,OK,
2026-07-07T19:08:50.711,6cba7e4fca,imsi-999704008490487,smf,PDU_SESSION,OK,10.45.0.29
2026-07-07T19:09:42.079,bc3cd5c5b6,imsi-999700887300530,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:09:42.096,bc3cd5c5b6,imsi-999700887300530,ausf,AUTHENTICATION,OK,
2026-07-07T19:09:42.136,bc3cd5c5b6,imsi-999700887300530,amf,REGISTRATION,OK,
2026-07-07T19:09:42.259,bc3cd5c5b6,imsi-999700887300530,smf,PDU_SESSION,OK,10.45.0.197
2026-07-07T19:09:50.339,090daa2e00,imsi-999707947802561,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:09:50.356,090daa2e00,imsi-999707947802561,ausf,AUTHENTICATION,OK,
2026-07-07T19:09:50.393,090daa2e00,imsi-999707947802561,amf,REGISTRATION,OK,
2026-07-07T19:09:50.522,090daa2e00,imsi-999707947802561,smf,PDU_SESSION,OK,10.45.0.54
2026-07-07T19:10:17.617,d1cc28dc0f,imsi-999701560794673,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:10:17.625,d1cc28dc0f,imsi-999701560794673,ausf,AUTHENTICATION,OK,
2026-07-07T19:10:17.638,d1cc28dc0f,imsi-999701560794673,amf,REGISTRATION,OK,
2026-07-07T19:10:17.701,d1cc28dc0f,imsi-999701560794673,smf,PDU_SESSION,OK,10.45.0.128
2026-07-07T19:11:53.905,61c288c963,imsi-999705999184267,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:11:53.915,61c288c963,imsi-999705999184267,ausf,AUTHENTICATION,OK,
2026-07-07T19:11:53.934,61c288c963,imsi-999705999184267,amf,REGISTRATION,OK,
2026-07-07T19:11:53.988,61c288c963,imsi-999705999184267,smf,PDU_SESSION,OK,10.45.0.230
2026-07-07T19:12:07.567,67cdae34b9,imsi-999706320490802,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:12:07.594,67cdae34b9,imsi-999706320490802,ausf,AUTHENTICATION,OK,
2026-07-07T19:12:07.605,67cdae34b9,imsi-999706320490802,amf,REGISTRATION,OK,
2026-07-07T19:12:07.780,67cdae34b9,imsi-999706320490802,smf,PDU_SESSION,OK,10.45.0.190
2026-07-07T19:12:49.329,af24a74613,imsi-999703900880202,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:12:49.350,af24a74613,imsi-999703900880202,ausf,AUTHENTICATION,OK,
2026-07-07T19:12:49.389,af24a74613,imsi-999703900880202,amf,REGISTRATION,OK,
2026-07-07T19:12:49.464,af24a74613,imsi-999703900880202,smf,PDU_SESSION,OK,10.45.0.149
2026-07-07T19:12:58.412,bc14df45b6,imsi-999700517849229,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:12:58.425,bc14df45b6,imsi-999700517849229,ausf,AUTHENTICATION,OK,
2026-07-07T19:12:58.462,bc14df45b6,imsi-999700517849229,amf,REGISTRATION,OK,
2026-07-07T19:12:58.661,bc14df45b6,imsi-999700517849229,smf,PDU_SESSION,OK,10.45.0.119
2026-07-07T19:13:23.592,90f1349b21,imsi-999708351866973,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:13:23.610,90f1349b21,imsi-999708351866973,ausf,AUTHENTICATION,OK,
2026-07-07T19:13:23.628,90f1349b21,imsi-999708351866973,amf,REGISTRATION,OK,
2026-07-07T19:13:23.738,90f1349b21,imsi-999708351866973,smf,PDU_SESSION,OK,10.45.0.144
2026-07-07T19:14:46.098,88654364ab,imsi-999702548043252,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:14:46.116,88654364ab,imsi-999702548043252,ausf,AUTHENTICATION,OK,
2026-07-07T19:14:46.127,88654364ab,imsi-999702548043252,amf,REGISTRATION,OK,
2026-07-07T19:14:46.209,88654364ab,imsi-999702548043252,smf,PDU_SESSION,OK,10.45.0.29
2026-07-07T19:15:04.857,129d6facf9,imsi-999709919129827,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:15:04.878,129d6facf9,imsi-999709919129827,ausf,AUTHENTICATION,OK,
2026-07-07T19:15:04.917,129d6facf9,imsi-999709919129827,amf,REGISTRATION,OK,
2026-07-07T19:15:05.007,129d6facf9,imsi-999709919129827,smf,PDU_SESSION,OK,10.45.0.235
2026-07-07T19:16:19.310,59778bf0a3,imsi-999702336752039,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:16:19.332,59778bf0a3,imsi-999702336752039,ausf,AUTHENTICATION,OK,
2026-07-07T19:16:19.349,59778bf0a3,imsi-999702336752039,amf,REGISTRATION,OK,
2026-07-07T19:16:19.463,59778bf0a3,imsi-999702336752039,smf,PDU_SESSION,OK,10.45.0.186
2026-07-07T19:16:44.595,2816d29824,imsi-999701129182261,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:16:44.605,2816d29824,imsi-999701129182261,ausf,AUTHENTICATION,OK,
2026-07-07T19:16:44.644,2816d29824,imsi-999701129182261,amf,REGISTRATION,OK,
2026-07-07T19:16:44.831,2816d29824,imsi-999701129182261,smf,PDU_SESSION,OK,10.45.0.246
2026-07-07T19:18:08.643,4218fccae7,imsi-999702971328403,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:18:08.662,4218fccae7,imsi-999702971328403,ausf,AUTHENTICATION,OK,
2026-07-07T19:18:08.682,4218fccae7,imsi-999702971328403,amf,REGISTRATION,OK,
2026-07-07T19:18:08.750,4218fccae7,imsi-999702971328403,smf,PDU_SESSION,OK,10.45.0.81
2026-07-07T19:19:09.001,ccaae944f6,imsi-999708040905764,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:19:09.021,ccaae944f6,imsi-999708040905764,ausf,AUTHENTICATION,OK,
2026-07-07T19:19:09.037,ccaae944f6,imsi-999708040905764,amf,REGISTRATION,OK,
2026-07-07T19:19:09.183,ccaae944f6,imsi-999708040905764,smf,PDU_SESSION,OK,10.45.0.225
2026-07-07T19:21:14.976,f02c1e3992,imsi-999706266604116,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:21:14.997,f02c1e3992,imsi-999706266604116,ausf,AUTHENTICATION,OK,
2026-07-07T19:21:15.025,f02c1e3992,imsi-999706266604116,amf,REGISTRATION,OK,
2026-07-07T19:21:15.119,f02c1e3992,imsi-999706266604116,smf,PDU_SESSION,OK,10.45.0.38
2026-07-07T19:21:35.635,3b72d163ef,imsi-999703015127966,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:21:35.648,3b72d163ef,imsi-999703015127966,ausf,AUTHENTICATION,OK,
2026-07-07T19:21:35.660,3b72d163ef,imsi-999703015127966,amf,REGISTRATION,OK,
2026-07-07T19:21:35.770,3b72d163ef,imsi-999703015127966,smf,PDU_SESSION,OK,10.45.0.150
2026-07-07T19:21:43.029,4b9a0b0ad0,imsi-999701656473838,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:21:43.048,4b9a0b0ad0,imsi-999701656473838,ausf,AUTHENTICATION,OK,
2026-07-07T19:21:43.070,4b9a0b0ad0,imsi-999701656473838,amf,REGISTRATION,OK,
2026-07-07T19:21:43.131,4b9a0b0ad0,imsi-999701656473838,smf,PDU_SESSION,OK,10.45.0.67
2026-07-07T19:22:06.373,28063efa17,imsi-999705137849849,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:22:06.388,28063efa17,imsi-999705137849849,ausf,AUTHENTICATION,OK,
2026-07-07T19:22:06.425,28063efa17,imsi-999705137849849,amf,REGISTRATION,OK,
2026-07-07T19:22:06.498,28063efa17,imsi-999705137849849,smf,PDU_SESSION,OK,10.45.0.226
2026-07-07T19:23:23.028,b622476e3a,imsi-999703469556393,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:23:23.045,b622476e3a,imsi-999703469556393,ausf,AUTHENTICATION,OK,
2026-07-07T19:23:23.084,b622476e3a,imsi-999703469556393,amf,REGISTRATION,OK,
2026-07-07T19:23:23.257,b622476e3a,imsi-999703469556393,smf,PDU_SESSION,OK,10.45.0.92
2026-07-07T19:23:39.801,c60fedb045,imsi-999700509822826,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:23:39.818,c60fedb045,imsi-999700509822826,ausf,AUTHENTICATION,OK,
2026-07-07T19:23:39.837,c60fedb045,imsi-999700509822826,amf,REGISTRATION,OK,
2026-07-07T19:23:39.920,c60fedb045,imsi-999700509822826,smf,PDU_SESSION,OK,10.45.0.216
2026-07-07T19:23:45.907,041da80923,imsi-999708436539935,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:23:45.928,041da80923,imsi-999708436539935,ausf,AUTHENTICATION,OK,
2026-07-07T19:23:45.952,041da80923,imsi-999708436539935,amf,REGISTRATION,OK,
2026-07-07T19:23:46.032,041da80923,imsi-999708436539935,smf,PDU_SESSION,OK,10.45.0.54
2026-07-07T19:25:57.245,e1d44c8f2e,imsi-999700305399776,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:25:57.255,e1d44c8f2e,imsi-999700305399776,ausf,AUTHENTICATION,OK,
2026-07-07T19:25:57.272,e1d44c8f2e,imsi-999700305399776,amf,REGISTRATION,OK,
2026-07-07T19:25:57.444,e1d44c8f2e,imsi-999700305399776,smf,PDU_SESSION,OK,10.45.0.58
2026-07-07T19:26:51.546,41fce90746,imsi-999704807552150,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:26:51.562,41fce90746,imsi-999704807552150,ausf,AUTHENTICATION,OK,
2026-07-07T19:26:51.593,41fce90746,imsi-999704807552150,amf,REGISTRATION,OK,
2026-07-07T19:26:51.771,41fce90746,imsi-999704807552150,smf,PDU_SESSION,OK,10.45.0.102
2026-07-07T19:26:55.238,41d921d3f9,imsi-999709756153725,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:26:55.249,41d921d3f9,imsi-999709756153725,ausf,AUTHENTICATION,OK,
2026-07-07T19:26:55.272,41d921d3f9,imsi-999709756153725,amf,REGISTRATION,OK,
2026-07-07T19:26:55.465,41d921d3f9,imsi-999709756153725,smf,PDU_SESSION,OK,10.45.0.135
2026-07-07T19:27:49.330,6cd134f591,imsi-999702281145544,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:27:49.341,6cd134f591,imsi-999702281145544,ausf,AUTHENTICATION,OK,
2026-07-07T19:27:49.381,6cd134f591,imsi-999702281145544,amf,REGISTRATION,OK,
2026-07-07T19:27:49.562,6cd134f591,imsi-999702281145544,smf,PDU_SESSION,OK,10.45.0.23
2026-07-07T19:28:14.392,21c31b5df0,imsi-999701308704066,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:28:14.400,21c31b5df0,imsi-999701308704066,ausf,AUTHENTICATION,OK,
2026-07-07T19:28:14.413,21c31b5df0,imsi-999701308704066,amf,REGISTRATION,OK,
2026-07-07T19:28:14.496,21c31b5df0,imsi-999701308704066,smf,PDU_SESSION,OK,10.45.0.175
2026-07-07T19:32:31.285,1217278111,imsi-999700207851632,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:32:31.293,1217278111,imsi-999700207851632,ausf,AUTHENTICATION,OK,
2026-07-07T19:32:31.310,1217278111,imsi-999700207851632,amf,REGISTRATION,OK,
2026-07-07T19:32:31.492,1217278111,imsi-999700207851632,smf,PDU_SESSION,OK,10.45.0.247
2026-07-07T19:33:31.492,435cc6d71e,imsi-999704842762161,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:33:31.500,435cc6d71e,imsi-999704842762161,ausf,AUTHENTICATION,OK,
2026-07-07T19:33:31.535,435cc6d71e,imsi-999704842762161,amf,REGISTRATION,OK,
2026-07-07T19:33:31.711,435cc6d71e,imsi-999704842762161,smf,PDU_SESSION,OK,10.45.0.195
2026-07-07T19:34:35.315,a3a6330e54,imsi-999701035000665,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:34:35.341,a3a6330e54,imsi-999701035000665,ausf,AUTHENTICATION,OK,
2026-07-07T19:34:35.367,a3a6330e54,imsi-999701035000665,amf,REGISTRATION,OK,
2026-07-07T19:34:35.489,a3a6330e54,imsi-999701035000665,smf,PDU_SESSION,OK,10.45.0.132
2026-07-07T19:34:44.266,a5e32bbfaa,imsi-999709182890715,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:34:44.295,a5e32bbfaa,imsi-999709182890715,ausf,AUTHENTICATION,OK,
2026-07-07T19:34:44.332,a5e32bbfaa,imsi-999709182890715,amf,REGISTRATION,OK,
2026-07-07T19:34:44.418,a5e32bbfaa,imsi-999709182890715,smf,PDU_SESSION,OK,10.45.0.118
2026-07-07T19:36:24.396,1f82b35153,imsi-999708318311087,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:36:24.412,1f82b35153,imsi-999708318311087,ausf,AUTHENTICATION,OK,
2026-07-07T19:36:24.450,1f82b35153,imsi-999708318311087,amf,REGISTRATION,OK,
2026-07-07T19:36:24.558,1f82b35153,imsi-999708318311087,smf,PDU_SESSION,OK,10.45.0.171
2026-07-07T19:36:31.906,a3f8a0d764,imsi-999701140580230,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:36:31.930,a3f8a0d764,imsi-999701140580230,ausf,AUTHENTICATION,OK,
2026-07-07T19:36:31.954,a3f8a0d764,imsi-999701140580230,amf,REGISTRATION,OK,
2026-07-07T19:36:32.023,a3f8a0d764,imsi-999701140580230,smf,PDU_SESSION,OK,10.45.0.136
2026-07-07T19:37:45.670,d41cc02464,imsi-999701441803217,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:37:45.698,d41cc02464,imsi-999701441803217,ausf,AUTHENTICATION,OK,
2026-07-07T19:37:45.709,d41cc02464,imsi-999701441803217,amf,REGISTRATION,OK,
2026-07-07T19:37:45.841,d41cc02464,imsi-999701441803217,smf,PDU_SESSION,OK,10.45.0.242
2026-07-07T19:38:35.861,9837106b4f,imsi-999708003198452,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:38:35.872,9837106b4f,imsi-999708003198452,ausf,AUTHENTICATION,OK,
2026-07-07T19:38:35.882,9837106b4f,imsi-999708003198452,amf,REGISTRATION,OK,
2026-07-07T19:38:35.950,9837106b4f,imsi-999708003198452,smf,PDU_SESSION,OK,10.45.0.224
2026-07-07T19:38:40.831,87112f8975,imsi-999704631439560,amf,REGISTRATION_REQUEST,OK,
2026-07-07T19:38:40.839,87112f8975,imsi-999704631439560,ausf,AUTHENTICATION,OK,
2026-07-07T19:38:40.873,87112f8975,imsi-999704631439560,amf,REGISTRATION,OK,
2026-07-07T19:38:41.024,87112f8975,imsi-999704631439560,smf,PDU_SESSION,OK,10.45.0.13
